id,esfera,categoria,categoria_descricao,texto_justificativa,objeto_complexo,objeto_descricao,valor_estimado,resultado,resultado_descricao
IMP_101,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,195000.0,1,Acolhida (Procedente)
IMP_102,Municipal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,1,Solução Tecnológica Complexa / Inovação,237000.0,1,Acolhida (Procedente)
IMP_103,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",1,Solução Tecnológica Complexa / Inovação,91000.0,1,Acolhida (Procedente)
IMP_104,Municipal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",1,Solução Tecnológica Complexa / Inovação,1674000.0,1,Acolhida (Procedente)
IMP_105,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",1,Solução Tecnológica Complexa / Inovação,468000.0,1,Acolhida (Procedente)
IMP_106,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,77000.0,1,Acolhida (Procedente)
IMP_107,Estadual,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,1,Solução Tecnológica Complexa / Inovação,124000.0,1,Acolhida (Procedente)
IMP_108,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,39000.0,1,Acolhida (Procedente)
IMP_109,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,1,Solução Tecnológica Complexa / Inovação,318000.0,1,Acolhida (Procedente)
IMP_110,Municipal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",1,Solução Tecnológica Complexa / Inovação,932000.0,1,Acolhida (Procedente)
IMP_111,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,1071000.0,1,Acolhida (Procedente)
IMP_112,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,171000.0,1,Acolhida (Procedente)
IMP_113,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,1918000.0,1,Acolhida (Procedente)
IMP_114,Municipal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",1,Solução Tecnológica Complexa / Inovação,352000.0,1,Acolhida (Procedente)
IMP_115,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,97000.0,1,Acolhida (Procedente)
IMP_116,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",1,Solução Tecnológica Complexa / Inovação,87000.0,1,Acolhida (Procedente)
IMP_117,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,1240000.0,1,Acolhida (Procedente)
IMP_118,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,240000.0,1,Acolhida (Procedente)
IMP_119,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,1434000.0,1,Acolhida (Procedente)
IMP_120,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,168000.0,1,Acolhida (Procedente)
IMP_121,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,"Exigência de atestado de capacidade técnica comprovando a migração de mais de 10 milhões de cadastros simultâneos, desproporcional ao objeto.",1,Solução Tecnológica Complexa / Inovação,95000.0,1,Acolhida (Procedente)
IMP_122,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,309000.0,1,Acolhida (Procedente)
IMP_123,Municipal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,212000.0,1,Acolhida (Procedente)
IMP_124,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,1,Solução Tecnológica Complexa / Inovação,1474000.0,1,Acolhida (Procedente)
IMP_125,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,30000.0,1,Acolhida (Procedente)
IMP_126,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,804000.0,1,Acolhida (Procedente)
IMP_127,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,888000.0,1,Acolhida (Procedente)
IMP_128,Federal,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.",O valor máximo de R$ 50.000 estimado para o desenvolvimento de uma plataforma de Inteligência Artificial com processamento de vídeo é irreal.,1,Solução Tecnológica Complexa / Inovação,202000.0,1,Acolhida (Procedente)
IMP_129,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,285000.0,1,Acolhida (Procedente)
IMP_130,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,149000.0,1,Acolhida (Procedente)
IMP_131,Estadual,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,1,Solução Tecnológica Complexa / Inovação,2834000.0,1,Acolhida (Procedente)
IMP_132,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A exigência no item 4.2 do edital limita a participação apenas a parceiros Gold da fabricante multinacional X, frustrando o caráter competitivo do certame.",1,Solução Tecnológica Complexa / Inovação,212000.0,1,Acolhida (Procedente)
IMP_133,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,1,Solução Tecnológica Complexa / Inovação,276000.0,1,Acolhida (Procedente)
IMP_134,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,392000.0,1,Acolhida (Procedente)
IMP_135,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,434000.0,1,Acolhida (Procedente)
IMP_136,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,105000.0,1,Acolhida (Procedente)
IMP_137,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,106000.0,1,Acolhida (Procedente)
IMP_138,Federal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",A multa de 10% por dia de atraso no SLA de suporte nível 3 em finais de semana inviabiliza a composição de preço pelas empresas concorrentes.,1,Solução Tecnológica Complexa / Inovação,536000.0,1,Acolhida (Procedente)
IMP_139,Estadual,INC_ORC,"Incongruência Orçamentária: Subestimação crônica dos preços de mercado para o desenvolvimento ou aquisição tecnológica, gerando licitações desertas.","Pesquisa de preços baseou-se em cotações obsoletas de 2019, desconsiderando a inflação dos insumos de semicondutores e custos de pessoal de TI.",1,Solução Tecnológica Complexa / Inovação,1345000.0,1,Acolhida (Procedente)
IMP_140,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,56000.0,1,Acolhida (Procedente)
IMP_141,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,630000.0,1,Acolhida (Procedente)
IMP_142,Estadual,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,190000.0,1,Acolhida (Procedente)
IMP_143,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,210000.0,1,Acolhida (Procedente)
IMP_144,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,30000.0,1,Acolhida (Procedente)
IMP_145,Municipal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,331000.0,1,Acolhida (Procedente)
IMP_146,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,798000.0,1,Acolhida (Procedente)
IMP_147,Municipal,INC_MER,"Incompatibilidade com Práticas de Mercado: Prazos inexequíveis de entrega, cláusulas draconianas de nível de serviço (SLA) ou escopos excessivamente amplos.",O prazo de 15 dias estabelecido para a customização total de um ERP de grande porte é flagrantemente inexequível perante a engenharia de software.,1,Solução Tecnológica Complexa / Inovação,33000.0,1,Acolhida (Procedente)
IMP_148,Federal,DIR_EDI,"Direcionamento de Edital: Exigência injustificada de marcas específicas, patentes ou propriedades intelectuais exclusivas sem justificativa de compatibilidade.","A especificação técnica exige tela de notebook com exatos 14.1 polegadas e carcaça metálica patenteada pela marca Y, direcionando a licitação.",1,Solução Tecnológica Complexa / Inovação,6200000.0,1,Acolhida (Procedente)
IMP_149,Federal,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,878000.0,1,Acolhida (Procedente)
IMP_150,Estadual,SUP_EXI,Superespecificação de Exigências: Cláusulas exigindo certificações excessivas de equipe ou experiência prévia incompatível com a complexidade real do objeto.,O edital exige que a equipe de engenheiros possua 5 certificações internacionais raras para a prestação de serviço básico de suporte a helpdesk.,1,Solução Tecnológica Complexa / Inovação,671000.0,1,Acolhida (Procedente)
